id,latitude,longitude,neighbourhood,price,reviews_per_month,number_of_reviews,availability_ratio,avg_calendar_price,best_maintenance_month,total_reviews,complaint_count,complaint_ratio,urgency_score,neighbourhood_weight,aco_priority
24419542,39.93598,116.25133999999998,Haidian,483,1.53,18,0.4328767123287671,495.6876712328767,5.0,18.0,0.0,0.0,0.0,1.0,0.03310198300762766
27122389,39.9284,116.45702,,577,1.82,16,0.20273972602739726,635.6356164383561,8.0,16.0,0.0,0.0,0.0,1.0,0.03309668814816993
31712248,39.92022,116.53603,,168,1.48,3,0.4876712328767123,129.0,4.0,3.0,0.0,0.0,0.0,1.0,0.033093832962373455
32715791,39.84282,116.45004,,188,1.33,2,0.6547945205479452,187.86301369863014,4.0,2.0,0.0,0.0,0.0,1.0,0.03309023052222303
5320059,39.98872,116.48429,,530,2.19,110,0.0,570.5068493150685,6.0,110.0,0.0,0.0,0.0,1.0,0.03308962454318696
3714901,39.97616,116.49344,,396,0.6,30,0.9616438356164384,397.67123287671234,4.0,30.0,1.0,0.03333333333333333,0.01111111111111111,1.0,0.03308814444399415
19864375,39.87506,116.43968999999998,,396,1.12,10,0.958904109589041,400.1095890410959,4.0,10.0,0.0,0.0,0.0,1.0,0.03308569610003441
18161235,40.08378,116.3545,Changping,248,1.7,41,0.29315068493150687,268.75616438356167,4.0,41.0,0.0,0.0,0.0,1.0,0.033081026535086495
28998975,39.93679,116.43143,Dongcheng,248,1.77,11,0.2410958904109589,265.1178082191781,4.0,11.0,0.0,0.0,0.0,1.0,0.03305670225086952
26348006,40.03347,116.32309,Haidian,148,1.47,14,0.4958904109589041,149.31506849315068,4.0,14.0,0.0,0.0,0.0,1.0,0.03304226264991692
30925146,40.21221,116.30109,Changping,101,2.2,8,0.0,95.53972602739726,6.0,8.0,0.0,0.0,0.0,1.0,0.03303541388711642
18081089,39.93081,116.47082,,201,1.53,35,0.43561643835616437,337.2739726027397,4.0,35.0,0.0,0.0,0.0,1.0,0.03303053501657201
22869991,39.89672,116.46358,,403,2.19,32,0.0,400.0,6.0,32.0,0.0,0.0,0.0,1.0,0.03302912291896282
31013859,39.99268,116.47193,,369,1.12,4,0.9561643835616438,381.85753424657537,4.0,4.0,0.0,0.0,0.0,1.0,0.033026554539046946
18778065,39.89423,116.46632,,631,1.81,42,0.2054794520547945,895.2630136986302,4.0,42.0,0.0,0.0,0.0,1.0,0.03301544522733179
31482867,39.68415,116.31999,,295,2.0,2,0.0958904109589041,313.4931506849315,4.0,2.0,0.0,0.0,0.0,1.0,0.03300448886603886
24298956,40.64783,117.26866,,577,1.47,18,0.4849315068493151,627.8301369863013,4.0,18.0,0.0,0.0,0.0,1.0,0.03300389911533818
14214637,39.88942,116.24996000000002,,121,1.1,35,0.9972602739726028,124.82191780821918,4.0,35.0,0.0,0.0,0.0,1.0,0.0329997181049341
29051903,39.88167,116.68421,,309,1.1,6,0.9917808219178083,308.2191780821918,4.0,6.0,0.0,0.0,0.0,1.0,0.032998784573367024
27597848,39.88202,116.32669,Xicheng,295,1.47,5,0.4904109589041096,298.6575342465753,4.0,5.0,0.0,0.0,0.0,1.0,0.032991287070492446
18198498,39.91672,116.45104,,852,1.47,36,0.14246575342465753,850.0,4.0,36.0,1.0,0.027777777777777776,0.009259259259259259,1.0,0.03298622683200449
28557153,39.95072,116.35763,Haidian,470,1.24,4,0.7616438356164383,469.2958904109589,7.0,4.0,0.0,0.0,0.0,1.0,0.03297708048888828
1370541,39.75601,116.2124,Fangshan,67,0.36,22,0.23835616438356164,75.0,4.0,22.0,2.0,0.09090909090909091,0.030303030303030304,1.0,0.032974401053381064
33695923,39.95317,116.37103,Xicheng,215,2.0,2,0.0958904109589041,219.8082191780822,4.0,2.0,0.0,0.0,0.0,1.0,0.032966346616106985
18876924,39.95797,116.31525,Haidian,201,1.1,25,0.9917808219178083,198.35068493150686,4.0,25.0,0.0,0.0,0.0,1.0,0.03294731184547303
27908141,39.92733,116.45514,,651,2.13,17,0.021917808219178082,659.3972602739726,4.0,17.0,0.0,0.0,0.0,1.0,0.03294573442504928
22625622,39.91534,116.66027,,369,1.1,16,0.9863013698630136,402.37808219178083,4.0,16.0,0.0,0.0,0.0,1.0,0.03293652116457825
28726010,39.95343,116.31267,Haidian,322,1.86,12,0.17534246575342466,269.0986301369863,4.0,12.0,0.0,0.0,0.0,1.0,0.03293234216856173
22996118,39.965720000000005,116.41742,,195,2.19,32,0.0,296.0,6.0,32.0,0.0,0.0,0.0,1.0,0.032930033644642955
16781836,40.64737,117.26838,,886,1.09,25,0.989041095890411,959.0931506849315,4.0,25.0,0.0,0.0,0.0,1.0,0.032925940921628004
24143432,39.922270000000005,116.58612,,336,1.1,12,0.9863013698630136,346.90410958904107,4.0,12.0,0.0,0.0,0.0,1.0,0.032920836654225405
27561912,39.98764,116.34629,Haidian,208,1.51,12,0.44931506849315067,228.2876712328767,4.0,12.0,0.0,0.0,0.0,1.0,0.03291315261786949
4408777,39.92927,116.45633,,309,1.65,89,0.19726027397260273,417.14520547945204,5.0,89.0,1.0,0.011235955056179775,0.0037453183520599247,1.0,0.03290509582029006
31116365,39.94515,116.44242,,215,1.47,5,0.4876712328767123,240.7945205479452,4.0,5.0,0.0,0.0,0.0,1.0,0.03289258441555345
23507304,39.93522,116.66709,,6979,1.0,1,0.9917808219178083,5748.156164383561,4.0,1.0,0.0,0.0,0.0,1.0,0.032888820109229874
30310050,39.94114,116.44776,,597,1.09,5,0.9945205479452055,616.1232876712329,4.0,5.0,0.0,0.0,0.0,1.0,0.03287997320506943
22705706,40.00817,116.41636,,591,1.09,16,0.9945205479452055,753.1835616438356,4.0,16.0,0.0,0.0,0.0,1.0,0.03287713570774136
